#{"t_start": 1764679826.621898, "env_id": "None"}
r,l,t
-25.407671,12,479.305123
-39.725138,6,479.436343
-29.358197,11,479.647266
-22.913143,15,479.788357
13.484445,30,480.182635
43.901283,44,480.512887
-33.242003,9,480.651041
55.01949,52,481.323951
-41.572143,5,481.480483
46.831527,47,482.102574
96.891828,54,482.488764
-15.539409,16,482.69823
-25.98195,13,482.853731
4.319197,25,483.056509
40.283873,37,483.301933
-10.058044,20,483.575957
-11.981545,19,483.885993
-30.645128,10,484.070394
-1.243025,26,484.274695
-23.230561,15,484.53065
-26.487538,13,484.753023
-39.649185,6,484.898416
-34.363457,9,485.067578
20.291309,36,485.469592
-18.648911,15,485.683622
-24.528084,14,485.878967
-15.483161,16,486.092477
-26.744519,13,486.336397
-11.083223,20,486.557847
-37.676852,7,486.696816
-17.545648,15,486.832606
-12.533925,17,486.995502
-15.957849,17,487.263596
-14.334861,16,487.461879
16.741889,30,487.758928
-8.697962,21,487.986792
-26.840488,13,488.185614
-36.268769,8,488.359004
-27.731673,12,488.554676
-9.42513,22,488.761137
-21.594419,15,488.906526
-25.198106,14,489.052924
-32.165339,9,489.226476
-26.623559,13,489.44838
-24.729216,14,489.699051
-37.696956,7,489.849049
17.464306,32,490.097249
-38.425556,6,490.21269
-8.719008,19,490.38012
35.400948,39,490.942335
-8.008595,21,491.21716
4.746664,27,491.480125
-0.030184,31,491.836775
20.531684,32,492.065132
-10.369974,21,492.392747
-37.155687,7,492.570041
22.321785,32,492.756464
-16.506411,17,493.078014
-16.056736,18,493.231628
-19.783497,16,493.478378
11.51378,29,493.729011
-28.174968,12,493.925903
-28.595671,12,494.116203
-30.395952,10,494.269427
-36.909891,7,494.428056
21.604978,31,494.621603
-21.198919,16,494.839873
17.556919,34,495.158582
-30.536261,10,495.347993
-2.139047,21,495.5288
-18.867884,16,495.736819
151.085669,73,496.682051
-15.761939,20,496.86081
-31.591811,10,497.066892
-37.737466,7,497.215309
1.457183,27,497.522505
-16.749547,17,497.675473
-1.579521,26,498.077924
-19.601425,15,498.350228
-33.558942,9,498.47064
-32.194476,9,498.597137
-3.743784,25,498.990884
-27.498516,12,499.135401
10.467119,25,499.31181
-18.872356,17,499.514179
12.713095,31,499.755478
-23.625961,14,500.005656
-32.776241,9,500.215392
-29.959403,11,500.342312
31.269973,44,500.912723
-17.86353,15,501.169268
-9.716721,18,501.423083
-24.565676,14,501.645204
-30.722521,10,501.783373
-24.305126,14,501.990401
-15.471276,17,502.142223
76.396169,66,502.45477
20.673336,39,503.195084
-37.449464,7,503.313195
-39.039898,6,503.492753
-12.579098,18,503.800843
15.139387,32,504.184547
12.380145,37,504.575176
-35.205641,8,504.778535
-20.68378,16,505.036464
-5.511204,23,505.238029
19.787777,33,509.400708
31.264203,37,509.833411
-26.623945,13,510.005518
-26.437209,12,510.240832
-35.794021,8,510.401716
-29.013506,11,510.62244
23.808944,36,511.024826
88.912217,64,511.758654
35.288751,39,512.235605
-25.784508,13,512.480575
-12.230481,19,512.757299
-33.262263,9,512.934088
-3.862378,24,513.164034
-27.849871,12,513.324255
-35.492885,8,513.512309
-13.21748,21,513.714516
23.767906,40,514.26518
-25.195713,13,514.435341
-15.218671,20,514.742389
4.079532,28,515.168506
72.508962,50,515.873667
5.409468,27,516.11472
14.580066,27,516.341259
-25.260959,13,516.481423
-22.086352,13,516.718967
-30.787032,11,516.867151
-37.341423,7,516.971716
12.066756,32,517.474988
-4.616645,21,517.637755
-35.620741,8,517.773302
-24.928678,14,517.937541
-30.199701,11,518.094796
4.88474,25,518.445768
-35.302884,8,518.584136
12.48115,31,518.845424
-24.931494,13,519.01093
-6.736397,23,519.303308
-31.501657,10,519.470816
-6.704593,23,519.777308
33.718051,35,519.978596
17.15233,31,520.17978
235.90063,106,521.026516
-1.976445,23,521.379058
-41.575836,5,521.519605
2.241169,28,521.795657
-10.078613,20,521.975522
-28.367208,12,522.110592
-39.446062,6,522.222626
-21.21734,15,522.430176
-30.97748,10,522.595731
3.948233,25,522.931774
-20.14731,16,523.128595
-9.705578,17,523.427932
19.916206,29,523.733678
26.162204,38,524.211747
-30.135974,11,524.424175
-2.044994,24,524.656736
-7.021152,22,524.819791
3.821682,27,525.085215
0.945776,27,525.482446
-10.902515,23,525.851802
14.340362,37,526.188245
-7.516085,22,526.450748
17.454365,33,526.701349
-9.855994,19,526.864181
-22.720429,14,527.107702
4.829142,29,527.370856
-37.158713,7,527.491914
-15.492916,18,527.700642
6.874367,28,528.03867
-37.742106,7,528.17815
4.355928,26,528.35085
-30.986922,10,528.505347
-24.438404,14,528.657277
21.688288,32,529.024395
34.877936,43,529.405364
-35.736728,8,529.536234
3.701091,29,529.934621
-29.512919,11,530.072882
8.060787,26,530.349426
-36.976302,7,530.522296
-35.575842,8,530.68265
-28.107332,11,530.816793
-20.221846,15,530.962709
7.091285,29,531.168292
13.986856,25,531.654135
-28.86837,11,531.846939
-28.305945,12,532.06896
-40.249353,5,532.197055
30.875892,43,532.512014
-30.311934,11,532.719521
38.951832,39,532.97842
-13.491741,18,533.278337
-28.484381,12,533.515098
21.779566,33,533.736468
14.763192,32,534.045424
-33.884989,9,534.243217
-16.522913,18,534.457938
-35.878037,8,534.575772
-7.351079,22,534.808807
-26.916972,13,535.021978
-24.711693,14,535.176454
41.90663,45,535.5067
-29.521052,11,535.705054
-11.476523,20,535.921558
-13.556444,18,536.111525
-37.313115,7,536.244795
-29.338602,11,536.464241
-20.505051,15,536.622848
-30.191672,11,536.837598
-5.069131,23,537.185888
-35.693102,8,537.351954
-8.808457,22,537.650703
-29.011294,11,537.878703
-27.381676,12,538.052396
-10.539098,22,538.37041
-6.571338,23,538.730314
6.552736,28,538.913925
-39.477259,6,539.082423
7.992754,28,539.499161
-30.389603,11,539.699567
22.206644,35,539.919791
-13.736558,19,540.157808
-6.056519,22,540.441417
-16.13339,17,540.595862
-37.742576,7,540.711048
101.378401,74,541.275878
-26.362196,13,541.519044
18.000711,35,542.03471
1.338924,25,542.348002
1.602387,26,542.5885
-23.105201,15,542.758031
-30.634399,10,542.955991
28.71559,36,543.272224
46.015661,49,543.586871
18.077815,36,543.826553
-21.985617,15,544.111924
-6.638954,21,544.268767
-16.806044,18,544.476436
-9.848183,18,544.730588
45.92473,47,545.152744
-31.96405,10,545.268784
3.917281,23,545.606662
-20.981979,16,545.893728
-29.176684,10,546.079661
-37.696943,7,546.242494
16.322121,32,546.613747
-27.544759,12,546.848723
48.962219,50,547.352157
-34.897457,8,547.537018
-3.885735,24,547.703994
-22.611911,15,547.856993
-32.180714,10,548.02231
-29.813675,11,548.193199
-28.364207,12,548.437631
-31.118134,10,548.65503
-22.024836,13,548.824689
-35.878146,8,549.02861
-33.513103,9,549.1562
-6.740394,22,549.36116
13.325649,30,549.65011
24.626626,39,550.234806
-10.373794,20,550.463441
10.778903,32,550.665022
14.229645,35,551.143293
-25.23855,13,551.308998
51.141247,50,551.63544
-11.883399,19,551.94913
-39.876954,6,552.095135
-14.535845,17,552.362502
15.767191,32,552.58421
22.917614,36,553.112589
268.786913,107,554.518114
-12.255221,20,554.678749
10.063525,30,554.907102
18.751096,33,555.340694
-20.23772,13,555.512957
-38.188728,7,555.671406
-28.1791,12,555.832751
-33.605078,9,556.263217
35.359562,41,556.778229
3.829541,24,557.176839
-3.990333,24,557.581231
5.307137,32,557.790301
37.705387,44,558.233113
-21.452816,14,558.488991
-37.400887,7,558.625329
-2.42381,24,558.916838
-8.883434,21,559.224232
-28.213769,12,559.348371
69.444763,49,559.727762
-41.43366,5,559.870151
-6.39987,22,560.079107
-17.843906,17,560.226849
16.381463,33,560.718545
19.958656,36,561.236642
-21.129521,16,561.520671
-13.961988,17,561.67761
4.02613,24,561.97553
-37.691458,7,562.100478
-29.267601,11,562.236907
-20.312262,14,562.398333
-23.91026,14,562.558175
-6.639929,23,562.92749
48.982953,49,563.217399
-8.346794,20,563.532404
-2.307392,23,563.769626
-33.795331,9,563.960488
-5.46505,23,564.304688
12.073343,28,564.483644
31.290676,37,564.959184
-41.421721,5,565.078767
-1.500418,25,565.407587
-17.690453,18,565.564935
-26.162821,13,565.706174
-13.95453,20,565.931948
-26.218894,13,566.161723
25.593994,36,566.582778
-28.572442,12,566.797005
27.609288,39,567.074338
-28.84204,12,567.320122
-37.010514,7,567.445394
-37.980984,7,567.557911
-36.928343,7,567.711554
26.135018,38,568.180212
-36.049001,8,568.302488
3.538932,26,568.481407
25.544921,35,568.99646
-9.167582,19,569.246095
258.935461,110,575.482481
150.793714,77,576.50863
-23.296542,15,576.763735
-41.754426,5,576.886161
-23.538982,13,577.117798
-41.445524,5,577.253838
-30.626989,10,577.450485
-21.595496,14,577.701286
-23.978435,14,577.856923
-11.523883,21,578.030635
11.72421,31,578.397343
-29.397095,11,578.520137
88.29135,54,578.939208
1.650631,27,579.123183
-17.14745,19,579.400274
-31.002303,10,579.607225
-37.837703,7,579.731087
-19.147065,17,579.864258
-19.414931,17,580.048027
-31.928447,10,580.221167
35.449922,44,580.775052
-37.957132,7,580.883103
10.113168,31,581.088373
-39.426102,6,581.233241
28.247395,36,581.581362
25.32785,36,581.97667
-21.891944,12,582.106728
-6.912276,24,582.317248
-30.074426,11,582.531964
-11.498273,20,582.790164
15.038892,28,583.090954
-28.729302,12,583.359998
-31.283841,10,583.538658
-30.196183,11,583.685958
-34.067177,9,583.854884
91.685666,65,584.415669
47.828898,44,584.77749
24.854495,37,585.022335
12.330231,29,585.314764
14.226354,34,585.996977
3.953709,27,586.182368
-33.718839,9,586.367406
-15.096203,20,586.647145
-34.522515,9,586.811236
-5.864494,19,587.071104
-41.554863,5,587.211528
-25.137305,14,587.392125
-34.613463,9,587.567463
47.141682,48,588.21384
-24.912697,14,588.386807
6.011842,26,588.810164
-30.813744,10,588.964367
-33.305549,9,589.078269
85.182507,57,589.571843
-30.105662,11,589.701468
0.798278,23,589.869637
-31.987279,10,590.038436
-31.59973,10,590.256126
-14.000593,17,590.52639
-39.510825,6,590.668305
-30.820045,10,590.838898
14.569323,31,591.313027
0.330221,26,591.68308
-35.957234,8,591.876089
35.89308,40,592.240411
-33.843516,9,592.395336
-8.593062,21,592.60554
12.720608,29,592.836904
-25.875944,13,593.048112
3.017019,22,593.388193
35.893884,39,593.849214
-25.173274,14,594.089423
-37.020201,7,594.240609
-13.015348,17,594.498181
7.10263,27,594.831577
37.045905,45,595.483968
-13.104354,18,595.676874
-31.334329,10,595.804435
-13.278369,19,596.10458
57.211934,42,596.396937
16.451154,34,596.631119
55.913805,50,597.033079
-35.365435,8,597.147336
-29.848561,11,597.321752
149.032169,85,598.172097
6.969561,25,598.366671
6.039831,33,598.638726
-20.225864,14,598.775189
-19.248087,16,598.911306
-30.906568,10,599.1282
-16.467172,18,599.427848
-24.503365,14,599.658571
-13.024757,20,599.917094
-39.592912,6,600.048976
-23.274701,15,600.20252
-12.114346,19,600.500525
19.584585,34,600.931667
12.731105,29,601.322566
-30.041127,11,601.490001
-19.688992,15,601.650775
-22.276269,15,601.790332
11.787666,29,602.07294
-5.330702,22,602.406654
-19.179573,17,602.610567
-3.188735,25,602.898855
-31.435207,10,603.122119
-4.408185,24,603.335236
0.050414,24,603.595142
-2.135715,25,603.972839
-7.41105,22,604.175691
-12.775008,19,604.504561
-28.047684,12,604.729925
-35.641491,8,604.915636
5.232523,27,605.105659
-25.822202,12,605.333329
-32.065015,10,605.554236
-37.55069,7,605.726098
16.586471,33,606.08355
0.730476,25,606.270939
-10.729801,20,606.424785
27.612672,40,606.863032
16.954256,34,607.3109
-0.483782,28,607.651749
-18.051213,17,607.903144
10.428135,32,608.142076
-33.521298,9,608.256928
-4.841707,23,608.44744
-24.809635,14,608.664249
195.044787,91,609.658703
-27.50161,12,609.790425
56.749205,49,610.265882
-26.977544,13,610.427153
77.220025,53,611.069699
-6.565967,22,611.22597
-6.200849,21,611.521569
48.962559,45,612.047453
-37.460062,7,612.175991
-37.034239,7,612.308997
-25.121703,14,612.519957
-32.212619,10,612.628886
80.225989,60,613.110667
-28.840796,12,613.338577
58.39225,47,613.81631
3.203511,22,614.076536
-33.881266,9,614.277088
-10.050185,22,614.583916
-25.144885,13,614.71442
68.797827,55,615.294404
-25.140713,13,615.441581
2.468557,26,615.671714
-32.547542,10,615.803891
-1.2402,23,616.099304
-11.778712,17,616.34994
-22.58772,15,616.581572
11.679154,29,616.915544
-1.395289,23,617.181564
11.815066,32,617.404644
-20.347593,17,617.625402
-4.028642,23,617.910793
-22.30046,15,618.07992
-18.208557,16,618.356704
-12.390047,19,618.640035
-3.466054,23,618.810853
-7.907356,22,619.030561
-17.229238,18,619.253946
-20.386277,16,619.414953
1.478538,27,619.617039
-19.790444,16,619.776406
23.903095,38,620.273852
-29.504702,10,620.397325
-28.104324,12,620.527503
-35.706072,8,620.670021
3.22975,27,620.911668
-39.824317,6,621.02463
14.539499,37,621.278314
287.881873,116,621.886675
65.700442,55,622.341937
-33.770431,9,622.508141
-9.169393,20,622.806654
-37.561798,7,622.945261
37.010489,38,623.47332
-34.527774,8,623.617594
65.879897,47,624.203346
20.329636,37,624.545132
-27.342175,12,624.711829
-10.608993,21,625.021076
-30.360285,11,625.213912
-13.845362,20,625.518603
-35.687116,8,625.707201
-12.021258,21,625.931538
-19.424484,16,626.12713
-23.989038,13,626.291019
5.573238,28,626.53567
-11.427772,21,626.765643
21.467382,32,627.196588
-34.028192,9,627.372696
-6.279169,23,627.681504
-28.146014,12,627.830604
-3.327334,21,628.086046
-35.110874,8,628.218396
45.359872,45,628.619215
20.487002,37,628.995311
-12.424795,18,629.292349
-35.835611,8,629.425285
9.915291,33,629.808162
1.998179,25,630.121582
-14.338094,17,630.355659
-17.886628,15,630.554691
-29.328325,11,630.713068
-6.225164,20,630.869071
21.510989,36,631.300984
-28.575081,12,631.444899
36.19731,42,632.01785
-35.06385,8,632.152415
22.210687,36,632.5639
-3.796489,22,632.748855
-30.298453,11,632.923095
-24.95835,14,633.148524
-27.168129,13,633.35549
-26.844501,12,633.509177
-27.702882,12,641.548265
-28.576936,12,641.79536
-35.933362,8,641.970298
-31.922769,10,642.126686
-2.638583,22,642.429491
-12.615076,18,642.957418
5.061264,27,643.161804
27.98756,39,643.663884
20.939635,34,643.973613
-19.184607,16,644.122959
-13.234429,19,644.443423
-26.876661,12,644.602256
-21.811844,14,644.809867
8.251848,31,645.131883
-9.977136,21,645.345153
52.830238,49,645.724783
-37.546922,7,645.841904
-26.816464,13,646.051305
-34.070066,9,646.254023
-32.062611,10,646.384958
-28.535135,12,646.609342
319.342223,129,648.161104
-35.278714,8,648.278822
-8.077139,25,648.444801
12.153399,33,648.783433
45.555018,46,649.418511
48.219489,47,649.658422
-41.388707,5,649.81102
-6.486923,21,650.015593
-2.603036,22,650.333252
-22.148971,13,650.527881
0.536497,24,650.729514
-30.188439,11,650.948868
17.64666,31,651.293923
3.001184,28,651.511027
-9.377463,22,651.822162
-30.056404,11,652.004253
129.667151,73,652.720496
-30.329293,11,652.860237
-37.451455,7,653.044468
-24.51179,14,653.282451
-33.383861,9,653.459166
-26.722922,12,653.622627
-27.05327,13,653.813309
2.559356,26,654.194433
-24.8157,14,654.413488
8.396091,27,654.819557
-43.482325,4,654.936547
-4.627302,23,655.272445
-3.352084,23,655.518048
-22.945732,15,655.73553
-18.980237,15,655.984328
-7.120736,22,656.33315
-26.730481,12,656.55268
-27.793932,12,656.730521
44.55194,45,657.39497
-30.996965,10,657.565472
76.977967,61,658.178832
-26.608219,12,658.376115
-24.799546,14,658.598097
-10.164531,19,658.889923
1.734725,27,659.164394
7.156208,27,659.332589
151.144293,79,659.989869
-22.543015,13,660.147407
118.35469,70,660.888704
5.642461,26,661.232015
90.266547,60,661.644383
-28.398321,12,661.866123
-3.910166,24,662.224315
-31.015992,10,662.45008
-8.891499,21,662.713997
-24.305715,13,662.926034
-24.767615,13,663.130214
-20.116284,13,663.377538
-36.779322,7,663.51909
-6.374908,22,663.709487
-28.080381,12,663.860401
-5.490126,23,664.188627
-12.015982,19,664.386744
71.001451,53,664.921641
-14.201379,18,665.136534
12.186795,27,665.365164
2.779375,25,665.534895
16.191483,32,666.020507
7.161314,26,666.338056
207.77763,85,667.238571
-29.97024,11,667.456164
-18.472694,17,667.70338
-35.530907,8,667.911059
-7.928227,21,668.082308
0.386233,25,668.41178
-18.650538,17,668.557376
-39.625797,6,668.710856
30.459824,37,669.025422
16.722354,32,669.487575
-1.886547,27,669.716613
-29.275617,11,669.906491
28.024731,40,670.408649
2.142902,26,670.627623
-39.546214,6,670.737486
-26.266724,13,670.917591
-41.505476,5,671.077328
11.494102,29,671.28961
-15.468962,18,671.592146
58.480269,55,672.085102
-20.376439,17,672.296614
-10.663206,22,672.544506
-41.292051,5,672.770006
-6.941865,24,673.008493
-37.406473,7,673.156185
-29.661103,10,673.364744
256.50952,114,674.009579
-41.616597,5,674.147577
8.786354,26,674.561597
-30.607284,11,674.797389
129.644405,89,675.246998
-27.561865,12,675.49115
-25.008402,14,675.725326
-41.583683,5,675.856112
-25.581517,12,675.987591
25.781548,33,676.413492
-39.36542,6,676.586032
-39.70802,6,676.706125
88.297245,68,677.112697
163.831836,89,677.533053
-27.111717,12,677.6958
-35.459283,8,677.840333
10.427664,31,678.207656
-9.232265,22,678.376447
-20.680304,16,678.517531
-22.88264,15,678.664714
-28.619266,12,678.914004
-34.878722,8,679.113531
15.242983,31,679.569143
109.991012,64,679.977938
4.646157,25,680.248198
-1.396899,24,680.45642
-26.71916,12,680.610902
5.630894,26,680.882272
-29.972924,11,681.098662
-21.783853,16,681.34239
-39.674898,6,681.493925
-21.373302,15,681.640609
-21.674239,14,681.782549
55.187057,51,682.280835
56.76002,54,682.824733
0.748464,27,682.990469
-32.265437,10,683.192422
-39.769169,6,683.366458
-16.053761,17,683.548959
-34.604738,9,683.682691
-4.907101,22,683.950559
89.24604,58,684.365034
14.810953,33,684.833643
26.922314,35,685.122008
20.323623,38,685.440296
-35.387049,8,685.580651
35.642217,37,685.936698
-29.490117,11,686.139344
-3.603807,21,686.316913
8.262262,28,686.741231
202.595706,89,687.213656
86.312626,66,687.519812
-24.108009,14,687.767259
-21.079726,16,687.954863
11.512956,28,688.345565
33.568658,40,689.199767
73.574311,57,689.763747
19.965303,32,690.063478
-20.307276,17,690.331168
-35.745672,8,690.487017
45.672234,46,690.94146
-17.002863,18,691.169804
-5.423352,22,691.441282
33.715372,32,691.928178
7.994763,28,692.20779
-22.666403,14,692.345839
-19.476933,16,692.577835
41.631184,43,693.14452
-17.491423,16,693.345991
-29.245245,12,693.57252
-32.385438,10,693.769552
-12.547489,19,694.04488
165.452564,85,695.202705
-25.365218,13,695.331461
4.080932,28,695.541239
279.094401,120,696.54253
-14.613124,17,696.838801
-37.422594,7,696.958814
-16.438305,18,697.23911
-12.657325,19,697.452684
18.162273,33,697.909668
11.756582,34,698.300745
-31.602007,9,698.456653
-22.983677,14,698.596217
-19.748046,17,698.764077
-22.116895,15,699.036432
142.730534,82,851.578818
-0.644075,28,851.751426
85.19057,61,852.576337
-37.910419,7,852.756975
3.242619,29,852.957298
26.796313,36,853.255815
19.08567,34,853.596862
-27.150135,12,853.757835
-21.529636,15,853.922058
-10.644079,21,854.170165
-17.072431,17,854.353293
6.111858,27,854.61523
-19.905806,16,854.806173
-10.290553,20,855.147035
85.890309,58,855.44812
-14.641464,17,855.60186
32.83638,41,856.121916
-26.15155,12,856.315386
12.971621,34,856.789943
-12.986961,21,857.084966
-23.478703,15,857.255104
4.413188,28,857.633247
-8.091232,21,857.951567
27.087067,39,858.508238
35.635176,38,858.882429
-4.20684,24,859.139924
-39.603749,6,859.274275
-37.492721,6,859.414555
-26.641234,13,859.61729
32.872769,39,860.137157
47.482142,45,860.610375
4.392493,25,860.894082
-33.179748,9,861.091797
-0.631216,24,861.427512
-4.303548,26,861.777964
97.697695,56,862.088212
-31.741212,10,862.233753
-33.88962,8,862.388334
34.116139,39,862.970285
-18.778898,17,863.158196
-19.400259,15,863.384268
-21.380821,14,863.576895
-10.497673,21,863.779072
39.043076,48,864.178753
-24.311711,14,864.36825
